"","p0","pp","forma","tasa"
"1",0.792114695340502,0.207885304659498,1.17121003469642,0.115006914663787
"2",0.788852459016393,0.211147540983607,0.852790377687586,0.121220228020826
"3",0.749701314217443,0.250298685782557,1.12396021842157,0.182627580056175
"4",0.647530864197531,0.352469135802469,1.16683183384457,0.142745141894913
"5",0.519713261648746,0.480286738351254,1.10927645549279,0.123235328296129
"6",0.414197530864198,0.585802469135802,0.946470120472242,0.0952713507436303
"7",0.461170848267622,0.538829151732378,1.00944728806252,0.118873043843728
"8",0.458781362007168,0.541218637992832,0.925778498176664,0.0987648713086044
"9",0.487037037037037,0.512962962962963,1.00060682303806,0.115416512712861
"10",0.650537634408602,0.349462365591398,0.87014964818761,0.0950204499358771
"11",0.745061728395062,0.254938271604938,0.968913638677133,0.130412840413989
"12",0.790919952210275,0.209080047789725,1.12305608047445,0.201002637807303
