"","p0","pp","forma","tasa"
"1",0.695967741935484,0.304032258064516,1.09193089049331,0.129900579645267
"2",0.680530973451327,0.319469026548673,1.14037198969278,0.195722567108829
"3",0.659677419354839,0.340322580645161,1.26736542067047,0.24599984840812
"4",0.576666666666667,0.423333333333333,1.13227300210803,0.159835329660307
"5",0.533064516129032,0.466935483870968,1.24568787025263,0.156791851680304
"6",0.450833333333333,0.549166666666667,1.15342907775616,0.128336545293273
"7",0.468548387096774,0.531451612903226,1.08150061043174,0.121258658690344
"8",0.499193548387097,0.500806451612903,0.854223835526791,0.0917264963950405
"9",0.485833333333333,0.514166666666667,1.1019062824424,0.136020921728784
"10",0.601612903225806,0.398387096774194,0.854711887832774,0.103368251929749
"11",0.651666666666667,0.348333333333333,0.845236680223467,0.122935752405247
"12",0.675806451612903,0.324193548387097,0.896275493194986,0.143361648081996
