"","p0","pp","forma","tasa"
"1",0.797156916347731,0.202843083652269,0.930229100988309,0.214613218683825
"2",0.773709483793517,0.226290516206483,1.18903768217304,0.28592862021864
"3",0.732094040459267,0.267905959540733,0.967272757092582,0.188818087170057
"4",0.630508474576271,0.369491525423729,0.921506498988906,0.174103751035955
"5",0.516129032258065,0.483870967741935,0.877961962194993,0.126805920998179
"6",0.391525423728814,0.608474576271187,1.00079880060035,0.112763240899644
"7",0.296336796063423,0.703663203936577,0.993633953856566,0.119564691409797
"8",0.323127392017496,0.676872607982504,0.93436705243723,0.113785880019641
"9",0.39774011299435,0.60225988700565,0.93395146170975,0.125071803539104
"10",0.585019136139967,0.414980863860033,0.981889461064221,0.139216647024642
"11",0.689265536723164,0.310734463276836,0.841117719115473,0.139350983665723
"12",0.697648988518316,0.302351011481684,0.886689580659672,0.214703585821321
