"","p0","pp","forma","tasa"
"1",0.831265508684863,0.168734491315137,1.08461061921911,0.176544942321797
"2",0.813890149795733,0.186109850204267,0.891960773545802,0.168942419583786
"3",0.791563275434243,0.208436724565757,1.00316623161062,0.220662735142053
"4",0.659401709401709,0.340598290598291,1.03476372724397,0.155252843253806
"5",0.562861869313482,0.437138130686518,1.08581885877173,0.149889939433256
"6",0.486324786324786,0.513675213675214,1.04279557496108,0.116720173418652
"7",0.527708850289495,0.472291149710505,0.950245602471986,0.114773173754107
"8",0.523159636062862,0.476840363937138,0.856019673833314,0.0911930544627883
"9",0.541025641025641,0.458974358974359,0.959080537883362,0.114206587181677
"10",0.72125723738627,0.27874276261373,0.879110678131788,0.110318811100513
"11",0.818376068376068,0.181623931623932,0.96130661058376,0.179729341736037
"12",0.827129859387924,0.172870140612076,1.06352852266766,0.207515173202793
