"","p0","pp","forma","tasa"
"1",0.853471842536905,0.146528157463095,0.769349869725612,0.132007224150052
"2",0.845738295318127,0.154261704681873,0.754570182191886,0.154664626507937
"3",0.801530891197376,0.198469108802624,0.733002422452724,0.1839449502779
"4",0.685310734463277,0.314689265536723,0.784817734203207,0.164292836333961
"5",0.533624931656643,0.466375068343357,0.82170317418899,0.135926047550852
"6",0.363276836158192,0.636723163841808,0.898503281679694,0.101148671685244
"7",0.331875341716785,0.668124658283215,0.870469554263042,0.105612283569565
"8",0.343903772553308,0.656096227446692,0.843248577832832,0.0997671898924297
"9",0.376271186440678,0.623728813559322,0.843285826388241,0.102114850923388
"10",0.636960087479497,0.363039912520503,0.806040916775631,0.104322473481432
"11",0.797175141242938,0.202824858757062,0.792793182052666,0.178627101858392
"12",0.846910880262438,0.153089119737562,0.607020847881155,0.117585625428164
