"","p0","pp","forma","tasa"
"1",0.756989247311828,0.243010752688172,1.44532332140261,0.118157772303068
"2",0.739079102715466,0.260920897284534,1.41353915780281,0.177370132346374
"3",0.733333333333333,0.266666666666667,1.55601836082734,0.250954490017127
"4",0.6,0.4,1.65409774999488,0.241132421668478
"5",0.538709677419355,0.461290322580645,1.36506985253112,0.14190893121179
"6",0.402222222222222,0.597777777777778,1.32304116810386,0.132782182851645
"7",0.393548387096774,0.606451612903226,1.3318084146576,0.13391500910976
"8",0.380645161290323,0.619354838709677,1.47681305012668,0.142377407628926
"9",0.422222222222222,0.577777777777778,1.51595559222149,0.141408896207765
"10",0.604301075268817,0.395698924731183,1.20317030186096,0.117985470974972
"11",0.73,0.27,1.60695684652159,0.191454037613074
"12",0.786021505376344,0.213978494623656,1.4051040745899,0.171676209745325
