"","p0","pp","forma","tasa"
"1",0.668817204301075,0.331182795698925,0.763484711029205,0.120054170469566
"2",0.660766961651917,0.339233038348083,1.38563473260614,0.238653208011002
"3",0.639247311827957,0.360752688172043,1.03000279149792,0.218104405357865
"4",0.514444444444444,0.485555555555556,1.13101814001126,0.178082060079783
"5",0.456451612903226,0.543548387096774,1.00250878369361,0.13320223131202
"6",0.432777777777778,0.567222222222222,0.986996351117553,0.106355341871691
"7",0.493010752688172,0.506989247311828,1.04791585923284,0.129456228995819
"8",0.48494623655914,0.51505376344086,1.02792902212947,0.11035165413433
"9",0.486666666666667,0.513333333333333,0.921560241169684,0.102778677984269
"10",0.633870967741936,0.366129032258064,0.975006560322443,0.135598094674711
"11",0.707222222222222,0.292777777777778,0.991517627005371,0.15441744281684
"12",0.731720430107527,0.268279569892473,1.04858116788206,0.266137425692554
