"","p0","pp","forma","tasa"
"1",0.840112201963534,0.159887798036466,1.42990951248341,0.277192957626344
"2",0.835257890685142,0.164742109314858,1.09314684348006,0.19885103371682
"3",0.82468443197756,0.17531556802244,1.31311139016678,0.268162560100799
"4",0.73695652173913,0.26304347826087,1.25789027219802,0.218063785052613
"5",0.598877980364656,0.401122019635344,1.31165735543954,0.195399163884565
"6",0.449275362318841,0.550724637681159,1.19074032932454,0.130527978053684
"7",0.401823281907433,0.598176718092567,1.23988735807578,0.14232321308868
"8",0.380084151472651,0.619915848527349,1.2234989014199,0.144657947486666
"9",0.441304347826087,0.558695652173913,1.16001979661173,0.132287641443562
"10",0.67741935483871,0.32258064516129,1.11238530620128,0.131250653498303
"11",0.783333333333333,0.216666666666667,1.37004251757424,0.187259537111329
"12",0.850631136044881,0.149368863955119,1.17841873929206,0.198485955458949
